HCode,Name,Facility Type,City,State,County,Zip Code,Zip,Corp Hcode,Contract/Corp Entity Name,Tax ID,BCBSTX ID,Facility Medicare Id,Provider Count
47275,Bayou Homecare,Home Care,San Antonio,TX,Bexar,78213,782,395124,Sante Rehabilitation Group,752859828,,677504,1
47278,Central Texas Homecare,Diagnostic Service,Waco,TX,McLennan,76710,767,720703,Falcon South Plains Hospice,205996789,,677694,1
47278,Central Texas Homecare,Home Care,Waco,TX,McLennan,76710,767,720703,Falcon South Plains Hospice,205996789,,677694,1
48681,Hendrick Hospice Care,Long Term,Abilene,TX,Taylor,79601,796,142139,Texas Non-Profit Hospice Alliance,742761617,,451539,1
48690,Hospice Austin,Long Term,Austin,TX,Travis,78759,787,142139,Texas Non-Profit Hospice Alliance,742761617,,451515,1
48692,Kate Dishman Rehabilitation Hospital,Physical Rehab,Beaumont,TX,Jefferson,77702,777,207627,Christus Health Ark-La-Tex,205657181,,1881884799,1
48702,Vitas Healthcare of Texas,Home Care,Dallas,TX,Dallas,75254,752,39380,Vitas Healthcare,592318357,,451504,1
48702,Vitas Healthcare of Texas,Home Care,Dallas,TX,Dallas,75254,752,39380,Vitas Healthcare,650866305,,451504,1
48702,Vitas Healthcare of Texas,Long Term,Dallas,TX,Dallas,75254,752,39380,Vitas Healthcare,592318357,,451504,1
48702,Vitas Healthcare of Texas,Long Term,Dallas,TX,Dallas,75254,752,39380,Vitas Healthcare,650866305,,451504,1
48717,Houston Hospice,Long Term,Houston,TX,Harris,77030,770,142139,Texas Non-Profit Hospice Alliance,742761617,,451530,1
48725,Hospice In The Pines,Long Term,Lufkin,TX,Angelina,75904,759,48725,Hospice In The Pines,752126002,,451537,1
48725,Hospice In The Pines,Long Term,Lufkin,TX,Angelina,75904,759,142139,Texas Non-Profit Hospice Alliance,742761617,,451537,1
48728,Hospice Midland,Long Term,Midland,TX,Midland,79701,797,142139,Texas Non-Profit Hospice Alliance,742761617,,451531,1
48729,Cypress Basin Hospice,Long Term,Mt Pleasant,TX,Titus,75455,754,142139,Texas Non-Profit Hospice Alliance,742761617,,451575,1
48731,Hope Hospice,Home Care,New Braunfels,TX,Comal,78130,781,48731,Hope Hospice,742314580,,-,1
48731,Hope Hospice,Long Term,New Braunfels,TX,Comal,78130,781,48731,Hope Hospice,742314580,,-,1
48747,Home Hospice Of Grayson County,Home Care,Sherman,TX,Grayson,75090,750,48747,Home Hospice Of Grayson County,751865122,,-,1
48748,Family Medical Clinic ll,Long Term,Spearman,TX,Hansford,79081,790,74490,Baptist St Anthonys Health System,237297190,,-,1
48756,Hospice Care Team,Long Term,Texas City,TX,Galveston,77591,775,142139,Texas Non-Profit Hospice Alliance,742188540,,451508,1
48760,Hospice Of South Texas,Long Term,Victoria,TX,Victoria,77901,779,142139,Texas Non-Profit Hospice Alliance,742761617,,451525,1
48764,Hospice Of Wichita Falls,Long Term,Wichita Falls,TX,Wichita,76310,763,142139,Texas Non-Profit Hospice Alliance,742761617,,451526,1
49014,TMC Behavioral Health Center,Behavioral Health,Sherman,TX,Grayson,75092,750,321453,Texoma Medical Center,205908627,,450324,1
49116,HomeCare Plus,Home Care,Midland,TX,Midland,79701,797,49116,HomeCare Plus,222967388,,-,1
49116,HomeCare Plus,Home Care,Midland,TX,Midland,79701,797,49116,HomeCare Plus,752125703,,-,1
49328,Memorial Hermann Surgery Center - Preston Road,Outpatient Services,Pasadena,TX,Harris,77505,775,39708,Memorial Hermann Hospital System,752832459,,ASC068,1
49395,St Davids North Austin Medical Center,Acute Care Gen,Austin,TX,Travis,78758-2401,787,127230,St Davids Healthcare - HCA,742781812,,450809,1
49552,Heritage Surgery Center,Outpatient Services,McKinney,TX,Collin,75069,750,49552,Heritage Surgery Center,752409758,,-,1
49890,ADC Endoscopy Specialists,Outpatient Services,Amarillo,TX,Potter,79124,791,74490,Baptist St Anthonys Health System,203590535,,ASC302,1
49892,Bridgeport Ambulatory Surgery Center,Outpatient Services,Bridgeport,TX,Wise,76426,764,323054,PHCS Direct Contracts,752551500,,-,1
49895,Endoscopy Center,Outpatient Services,Corpus Christi,TX,Nueces,78404,784,323054,PHCS Direct Contracts,742539465,,-,1
49907,Urological Surgery Center Ft Worth,Outpatient Services,Fort Worth,TX,Tarrant,76104,761,53607,Health Management Network,752383586,,-,1
50015,National Seating and Mobility,Home Care,Houston,TX,Harris,77054,770,719829,National Seating and Mobility,621400785,,0570710006,1
50092,Dubrow Physical Therapy,Physical Rehab,Plano,TX,Collin,75074,750,133018,Rehab Net,752421065,,-,1
50457,Arlington Physical Therapy,Diagnostic Service,Arlington,TX,Tarrant,76012,760,206090,Ameripath Texas,751403653,,-,1
50479,CHRISTUS Good Shepherd Medical Center,Acute Care Gen,Marshall,TX,Harrison,75670,756,207627,Christus Health Ark-La-Tex,750974351,,45003200,1
51104,Capital Hand and Physical Therapy,Physical Rehab,Austin,TX,Travis,78705,787,50247,US Physical Therapy,760448799,,-,1
51207,Select Physical Therapy,Home Care,Spring,TX,Harris,77379,773,30447,Select Subsidiaries,631133454,,456719,1
51207,Select Physical Therapy,Other,Spring,TX,Harris,77379,773,30447,Select Subsidiaries,631133454,,456719,1
51207,Select Physical Therapy,Physical Rehab,Spring,TX,Harris,77379,773,30447,Select Subsidiaries,631133454,,456719,1
51841,Home Health Care Specialties,Home Care,Bridge City,TX,Orange,77611,776,51841,Home Health Care Specialties,760387583,,-,1
52045,San Marcos Treatment Center,Behavioral Health,San Marcos,TX,Hays,78666,786,323054,PHCS Direct Contracts,432002231,,-,1
52678,Fort Worth Endoscopy Center,Outpatient Services,Fort Worth,TX,Tarrant,76104,761,140283,Texas Health Resources,770368346,,451180,1
52775,Clinical Pathology Laboratories,Diagnostic Service,Austin,TX,Travis,78754,787,52775,Clinical Pathology Laboratories,582598244,,CL0078,1
52775,Clinical Pathology Laboratories,Diagnostic Service,Austin,TX,Travis,78754,787,315952,Clinical Pathology Laboratories,742554159,,CL0078,1
53051,Lincare,Home Care,Amarillo,TX,Potter,79106,791,53103,Lincare,592852900,,0294030126,1
53063,Lincare,Home Care,Tyler,TX,Smith,75701,757,53103,Lincare,592852900,,0294030119,1
53064,Lincare,Home Care,Wichita Falls,TX,Wichita,76302,763,53103,Lincare,592852900,,0294030127,1
53163,Arlington Heights Health And Rehab Ctr,Long Term,Fort Worth,TX,Tarrant,76107,761,304198,SavaSeniorCare Administrative Services,201425883,,-,1
53167,First Colony Health And Rehab Ctr,Long Term,Missouri City,TX,Fort Bend,77459,774,304198,SavaSeniorCare Administrative Services,201418747,,-,1
53169,Cypresswood Health and Rehabilitation Center,Long Term,Houston,TX,Harris,77064,770,304198,SavaSeniorCare Administrative Services,201425927,,-,1
53181,Northgate Health and Rehabilitation Center,Long Term,San Antonio,TX,Bexar,78240,782,304198,SavaSeniorCare Administrative Services,201929296,,455804,1
53183,Interlochen Health and Rehabilitation Center,Long Term,Arlington,TX,Tarrant,76012,760,304198,SavaSeniorCare Administrative Services,201425913,,-,1
53188,Northwest Health and Rehabilitation Center,Long Term,Houston,TX,Harris,77090,770,304198,SavaSeniorCare Administrative Services,201539271,,455714,1
53188,Northwest Health and Rehabilitation Center,Physical Rehab,Houston,TX,Harris,77090,770,304198,SavaSeniorCare Administrative Services,201539271,,455714,1
53189,Westbury Place,Long Term,Houston,TX,Harris,77035,770,304198,SavaSeniorCare Administrative Services,201426096,,-,1
53189,Westbury Place,Physical Rehab,Houston,TX,Harris,77035,770,304198,SavaSeniorCare Administrative Services,201426096,,-,1
53191,The Lev at Town Park,Long Term,Houston,TX,Harris,77036,770,58698,Management Network Services,311504075,,455800,1
53191,The Lev at Town Park,Long Term,Houston,TX,Harris,77036,770,304198,SavaSeniorCare Administrative Services,760339462,,455800,1
53191,The Lev at Town Park,Long Term,Houston,TX,Harris,77036,770,304198,SavaSeniorCare Administrative Services,201425956,,455800,1
53192,Woodwind Lakes Health and Rehabilitation Center,Long Term,Houston,TX,Harris,77040,770,304198,SavaSeniorCare Administrative Services,201418862,,-,1
53365,Good Shepherd Ambulatory Surgical Center,Outpatient Services,Longview,TX,Gregg,75601,756,207627,Christus Health Ark-La-Tex,750974351,,45C001164,1
53582,Willowbrook Residence and Rehabilitation Center,Home Care,Houston,TX,Harris,77070,770,713014,Paragon Healthcare Group,475477838,,455794,1
53582,Willowbrook Residence and Rehabilitation Center,Long Term,Houston,TX,Harris,77070,770,713014,Paragon Healthcare Group,475477838,,455794,1
53582,Willowbrook Residence and Rehabilitation Center,Physical Rehab,Houston,TX,Harris,77070,770,713014,Paragon Healthcare Group,475477838,,455794,1
53583,Royal Oaks Residence and Rehabilitation Center,Home Care,Houston,TX,Harris,77082,770,713014,Paragon Healthcare Group,475498724,,455756,1
53583,Royal Oaks Residence and Rehabilitation Center,Long Term,Houston,TX,Harris,77082,770,713014,Paragon Healthcare Group,475498724,,455756,1
53583,Royal Oaks Residence and Rehabilitation Center,Physical Rehab,Houston,TX,Harris,77082,770,713014,Paragon Healthcare Group,475498724,,455756,1
53672,Innovative Sports Physical Therapy,Physical Rehab,Richardson,TX,Dallas,75081,750,53672,Innovative Sports Physical Therapy,752427969,,-,1
53689,Hanger Clinic,Other,Dallas,TX,Dallas,75246,752,95082,Linkia,200800593,,0340220003,1
54027,Independent Lab,Diagnostic Service,Texarkana,TX,Bowie,75503,755,74325,Ameripath Florida,751600244,,-,1
54028,Christus St Michael Rehabilitation Hospital,Physical Rehab,Texarkana,TX,Bowie,75503,755,207627,Christus Health Ark-La-Tex,752796815,,453065,1
54036,Nacogdoches Memorial Hospital Home Health,Home Care,Nacogdoches,TX,Nacogdoches,75961,759,367591,Lion Star Nacogdoches Hospital,871142127,,-,1
54039,Care First Garrison,Outpatient Services,Garrison,TX,Nacogdoches,75946,759,367591,Lion Star Nacogdoches Hospital,871142127,,-,1
54048,Doctors Surgery Center,Outpatient Services,Nacogdoches,TX,Nacogdoches,75965,759,54048,Doctors Surgery Center,752545398,,-,1
54176,Good Shepherd Home Health,Home Care,Longview,TX,Gregg,75605-4659,756,209172,Good Shepherd Health Network,751041154,,-,1
54180,Nacogdoches Memorial Breast Care Center,Diagnostic Service,Nacogdoches,TX,Nacogdoches,75961,759,367591,Lion Star Nacogdoches Hospital,871142127,,-,1
54769,Spearhead Home Medical,Home Care,Amarillo,TX,Potter,79106,791,74490,Baptist St Anthonys Health System,451655734,,6630430001,1
54771,First Call Pharmacy,Home Care,Bay City,TX,Matagorda,77414,774,368310,First Call IV Pharmacy,421538627,,-,1
54780,American HomePatient,Home Care,Lake Jackson,TX,Brazoria,77566,775,53103,Lincare,621298835,,0210310017,1
54857,Hillview Manor,Long Term,Goldthwaite,TX,Mills,76844,768,304198,SavaSeniorCare Administrative Services,201423725,,-,1
55276,Maxim Healthcare Services,Home Care,Dallas,TX,Dallas,75204,752,54261,Maxim Healthcare Services,521590951,,458446,1
55576,IV Specialty,Home Care,Austin,TX,Travis,78757,787,55576,IV Specialty,742975336,,-,1
55624,Breg Medicos,Home Care,Garland,TX,Dallas,75042,750,354100,Medequip,330592703,,0718490001,1
55674,Select Physical Therapy,Home Care,Bonham,TX,Fannin,75418,754,30447,Select Subsidiaries,631133454,,456887,1
55674,Select Physical Therapy,Physical Rehab,Bonham,TX,Fannin,75418,754,30447,Select Subsidiaries,631133454,,456887,1
55706,Jefferson Family Health Center,Outpatient Services,Jefferson,TX,Marion,75657,756,323054,PHCS Direct Contracts,750974351,,-,1
56326,Select Physical Therapy,Home Care,Katy,TX,Harris,77450,774,30447,Select Subsidiaries,631133454,,456888,1
56326,Select Physical Therapy,Other,Katy,TX,Harris,77450,774,30447,Select Subsidiaries,631133454,,456888,1
56326,Select Physical Therapy,Outpatient Services,Katy,TX,Harris,77450,774,30447,Select Subsidiaries,631133454,,456888,1
56326,Select Physical Therapy,Physical Rehab,Katy,TX,Harris,77450,774,30447,Select Subsidiaries,631133454,,456888,1
56706,Lumar Imaging,Diagnostic Service,Houston,TX,Harris,77054,770,357270,Diagnos Pet CT Imaging,201886232,,-,1
56822,Liliana Bukovac PT,Physical Rehab,Houston,TX,Harris,77055,770,56822,Liliana Bukovac PT,760648532,,-,1
57291,Home Patient Care,Home Care,Dallas,TX,Dallas,75247,752,57500,Home Tech Therapies,752604065,,-,1
57658,American HomePatient,Home Care,San Antonio,TX,Bexar,78240,782,53103,Lincare,621298835,,0210310091,1
57737,Medical Innovations,Home Care,Beaumont,TX,Jefferson,77706,777,57730,Medical Innovations,760280551,,-,1
57759,Medical Innovations,Home Care,McAllen,TX,Hidalgo,78501,785,57730,Medical Innovations,760280551,,-,1
57911,Northwest Hills Surgical Hospital,Outpatient Services,Austin,TX,Travis,78731-3199,787,24298,Seton Family of Hospitals,582028767,,450808,1
57939,Warm Springs Rehabilitation Hospital of San Antonio,Physical Rehab,San Antonio,TX,Bexar,78229,782,57938,Post Acute Medical,383743546,,453035,1
57942,Warm Springs Rehabilitation Center - Northwest,Physical Rehab,San Antonio,TX,Bexar,78251,782,57938,Post Acute Medical,383743546,,453035,1
58036,Select Physical Therapy,Home Care,Houston,TX,Harris,77090,770,30447,Select Subsidiaries,631133454,,456719,1
58036,Select Physical Therapy,Outpatient Services,Houston,TX,Harris,77090,770,30447,Select Subsidiaries,631133454,,456719,1
58036,Select Physical Therapy,Physical Rehab,Houston,TX,Harris,77090,770,30447,Select Subsidiaries,631133454,,456719,1
58046,Select Physical Therapy,Home Care,Webster,TX,Harris,77598,775,30447,Select Subsidiaries,631133454,,456726,1
58046,Select Physical Therapy,Outpatient Services,Webster,TX,Harris,77598,775,30447,Select Subsidiaries,631133454,,456726,1
58046,Select Physical Therapy,Physical Rehab,Webster,TX,Harris,77598,775,30447,Select Subsidiaries,631133454,,456726,1
58291,Medical Center Brace And Limb,Home Care,Houston,TX,Harris,77090,770,206347,Medical Center Brace & Limb,741802436,,-,1
58293,Medical Center Brace And Limb,Home Care,Houston,TX,Harris,77058,770,206347,Medical Center Brace & Limb,741802436,,-,1
58418,Campbell Road Physical Therapy,Physical Rehab,Dallas,TX,Dallas,75248,752,58418,Campbell Road Physical Therapy,752355681,,-,1
59205,Travis Medical Sales,Home Care,Temple,TX,Bell,76504-2532,765,57719,Med Group,742556119,,0495210001,1
59210,Homelink,Home Care,San Antonio,TX,Bexar,78229,782,316224,Homelink,421280573,,-,1
59254,Southern Medical,Home Care,San Antonio,TX,Bexar,78233,782,59254,Southern Medical,742542413,,-,1
59273,Maxim Healthcare Services Ft Worth,Home Care,Ft Worth,TX,Tarrant,76102,761,54261,Maxim Healthcare Services,521590951,,679096,1
59529,Alert Home Health Care,Home Care,Victoria,TX,Victoria,77901,779,58853,Alert Home Health Care,760424730,,-,1
59538,Prescotts Orthotics and Prosthetics,Home Care,San Antonio,TX,Bexar,78216,782,315021,Prescott's Orthotics & Prosthetic,741915839,,-,1
59592,Dibellos Dynamic Orthotics,Other,Houston,TX,Harris,77054,770,59592,Dibellos Dynamic Orthotics,760372316,,-,1
59658,Select Physical Therapy,Home Care,Jersey Village,TX,Harris,77040,770,30447,Select Subsidiaries,631133454,,676612,1
59658,Select Physical Therapy,Other,Jersey Village,TX,Harris,77040,770,30447,Select Subsidiaries,631133454,,676612,1
59658,Select Physical Therapy,Outpatient Services,Jersey Village,TX,Harris,77040,770,30447,Select Subsidiaries,631133454,,676612,1
59658,Select Physical Therapy,Physical Rehab,Jersey Village,TX,Harris,77040,770,30447,Select Subsidiaries,631133454,,676612,1
59728,Symphony Home Care Services,Home Care,Dallas,TX,Dallas,75247,752,59728,Symphony Home Care Services,752037404,,-,1
59765,KPC Promise Hospital of Wichita Falls,Home Care,Wichita Falls,TX,Wichita,76301,763,59765,KPC Promise Hospital of Wichita Falls,752037404,,452068,1
59765,KPC Promise Hospital of Wichita Falls,Home Care,Wichita Falls,TX,Wichita,76301,763,735486,KPC Promise Hospital of Salt Lake,834295134,,452068,1
59775,Rhema Medical Equipment And Supplies,Home Care,Irving,TX,Dallas,75061,750,59775,Rhema Medical Equipment And Supplies,752622932,,-,1
59792,GI Endoscopy Of Plano,Outpatient Services,Plano,TX,Collin,75075,750,91114,North Texas Division - HCA,201477775,,ASC244,1
60068,Brady Health Care Services,Home Care,Brady,TX,McCulloch,76825,768,58850,Interlink,752397931,,-,1
60070,Bridgeway Home Health,Home Care,Ft Worth,TX,Tarrant,76107-7274,761,58850,Interlink,752555333,,-,1
60081,L And C Nursing Services,Home Care,Henderson,TX,Rusk,75654,756,58850,Interlink,752297938,,-,1
60461,Clinical Pathology Laboratories,Diagnostic Service,Nacogdoches,TX,Nacogdoches,75961,759,315952,Clinical Pathology Laboratories,742554159,,CL0078,1
60728,Gulf Coast Rehabilitation-Goliad,Physical Rehab,Goliad,TX,Goliad,77963,779,59524,Physical Therapy Provider Networks,742595505,,-,1
61349,CareNow,Outpatient Services,Fort Worth,TX,Tarrant,76133,761,726843,CareNow,752510007,,-,1
61349,CareNow,Physical Rehab,Fort Worth,TX,Tarrant,76133,761,726843,CareNow,752510007,,-,1
61351,CareNow,Outpatient Services,Arlington,TX,Tarrant,76017,760,726843,CareNow,752510007,,-,1
61352,CareNow,Outpatient Services,Hurst,TX,Tarrant,76054,760,726843,CareNow,752510007,,-,1
61353,CareNow,Outpatient Services,Grand Prairie,TX,Tarrant,75052,750,726843,CareNow,752510007,,-,1
61354,CareNow,Outpatient Services,Dallas,TX,Dallas,75237,752,726843,CareNow,752510007,,-,1
61550,Advanced Imaging Center Of Amarillo,Diagnostic Service,Amarillo,TX,Potter,79106,791,74490,Baptist St Anthonys Health System,204861955,,00Z068,1
61550,Advanced Imaging Center Of Amarillo,Physical Rehab,Amarillo,TX,Potter,79106,791,74490,Baptist St Anthonys Health System,204861955,,00Z068,1
61669,First Call Pharmacy,Home Care,Webster,TX,Harris,77598,775,368310,First Call IV Pharmacy,421538627,,-,1
61752,San Antonio Digestive Disease Endoscop,Outpatient Services,San Antonio,TX,Bexar,78217,782,323054,PHCS Direct Contracts,742749181,,-,1
62011,Northwest Imaging Center,Diagnostic Service,San Antonio,TX,Bexar,78229,782,62011,Northwest Imaging Center,742661421,,00867N,1
62011,Northwest Imaging Center,Diagnostic Service,San Antonio,TX,Bexar,78229,782,367897,South Texas Radiology Imaging Centers,742896068,,00867N,1
